Player,Position,Class,Latest Team,Season,Destination Team,Date Entered
5/23/2025,,,,,,
Creek Robertson,,,,,,
SS,JR,,,,,
Memphis,,,,,,
2025,,,,,,
Mississippi College,,,,,,
5/23/2025,,,,,,
Jackson Cauthron,,,,,,
C,SR,,,,,
Ohio,,,,,,
2025,,,,,,
Eastern Kentucky,,,,,,
5/23/2025,,,,,,
Caleb Anderson,,,,,,
P,JR,,,,,
Wichita State,,,,,,
2025,,,,,,
Duke,,,,,,
5/23/2025,,,,,,
Cole Smith,,,,,,
3B,JR,,,,,
Bradley,,,,,,
2025,,,,,,
Northern Illinois,,,,,,
5/23/2025,,,,,,
Cole Newell,,,,,,
P,SO,,,,,
Fort Wayne,,,,,,
2025,,,,,,
Concordia St. Paul,,,,,,
5/23/2025,,,,,,
Jake Randolph,,,,,,
DH,JR,,,,,
Presbyterian,,,,,,
2025,,,,,,
South Carolina,,,,,,
5/23/2025,,,,,,
Grant Sawa,,,,,,
C,SO,,,,,
Fort Wayne,,,,,,
2025,,,,,,
Charleston Southern,,,,,,
5/23/2025,,,,,,
Brayden Marks,,,,,,
P,JR,,,,,
Bradley,,,,,,
2025,,,,,,
North Dakota State,,,,,,
5/23/2025,,,,,,
Noah Rooney,,,,,,
P,JR,,,,,
Minnesota,,,,,,
2025,,,,,,
Notre Dame,,,,,,
5/23/2025,,,,,,
Jabin Trosky,,,,,,
IF,JR,,,,,
Oregon State,,,,,,
2025,,,,,,
San Diego State,,,,,,
5/23/2025,,,,,,
Reece Clapp,,,,,,
P,JR,,,,,
Bradley,,,,,,
2025,,,,,,
Illinois State,,,,,,
5/23/2025,,,,,,
AJ Solomon,,,,,,
2B,SR,,,,,
Butler,,,,,,
2025,,,,,,
Georgetown,,,,,,
5/23/2025,,,,,,
Teddy Brennan,,,,,,
P,SR,,,,,
George Washington,,,,,,
2025,,,,,,
Georgia,,,,,,
5/23/2025,,,,,,
Matt Porter,,,,,,
P,JR,,,,,
Pittsburgh,,,,,,
2025,,,,,,
Liberty,,,,,,
5/23/2025,,,,,,
Grant Mangrum,,,,,,
C,SR,,,,,
McNeese,,,,,,
2025,,,,,,
Ohio State,,,,,,
5/23/2025,,,,,,
Tye Wood,,,,,,
LF,SR,,,,,
New Mexico,,,,,,
2025,,,,,,
Tulane,,,,,,
5/23/2025,,,,,,
Rylen Stockton,,,,,,
C,FR,,,,,
UNC Asheville,,,,,,
2025,,,,,,
Maryland,,,,,,
5/23/2025,,,,,,
Brad Benton,,,,,,
P,FR,,,,,
Lynn,,,,,,
2025,,,,,,
USC Upstate,,,,,,
5/23/2025,,,,,,
Sam Gates,,,,,,
RF,SR,,,,,
George Washington,,,,,,
2025,,,,,,
Virginia Tech,,,,,,
5/23/2025,,,,,,
Luke Jackman,,,,,,
P,JR,,,,,
Virginia Tech,,,,,,
2025,,,,,,
Georgetown,,,,,,
5/23/2025,,,,,,
Alistair Morin,,,,,,
P,JR,,,,,
Siena,,,,,,
2025,,,,,,
Maryland,,,,,,
5/23/2025,,,,,,
Zane Danielson,,,,,,
P,JR,,,,,
Fort Wayne,,,,,,
2025,,,,,,
Illinois Springfield,,,,,,
5/23/2025,,,,,,
Justin Osterhouse,,,,,,
2B,SO,,,,,
Fort Wayne,,,,,,
2025,,,,,,
Alabama,,,,,,
5/23/2025,,,,,,
Brett Hansen,,,,,,
P,JR,,,,,
BYU,,,,,,
2025,--,5/23/2025,,,,
Jackson Reed,,,,,,
CF,SR,,,,,
Seattle,,,,,,
2025,--,5/23/2025,,,,
Jackson Elder,,,,,,
P,SR,,,,,
Utah,,,,,,
2025,--,5/23/2025,,,,
Aidan Pearson,,,,,,
P,FR,,,,,
Fort Wayne,,,,,,
2025,--,5/23/2025,,,,
James Appleford,,,,,,
P,JR,,,,,
UC Riverside,,,,,,
2025,--,5/23/2025,,,,
Chris Ho,,,,,,
P,SR,,,,,
UMBC,,,,,,
2025,--,5/23/2025,,,,
Owen Willard,,,,,,
P,JR,,,,,
Fort Wayne,,,,,,
2025,--,5/23/2025,,,,
Jackson Micheels,,,,,,
RF,SR,,,,,
Fort Wayne,,,,,,
2025,--,5/23/2025,,,,
Caden Cornett,,,,,,
P,FR,,,,,
Fort Wayne,,,,,,
2025,--,5/23/2025,,,,
Sean Kasper,,,,,,
P,SO,,,,,
Fort Wayne,,,,,,
2025,--,5/23/2025,,,,
Gavin Walters,,,,,,
P,JR,,,,,
Fort Wayne,,,,,,
2025,--,5/23/2025,,,,
Ty Martinez,,,,,,
RF,JR,,,,,
UNC Asheville,,,,,,
2025,--,5/23/2025,,,,
Chase Buscher,,,,,,
P,FR,,,,,
UNC Asheville,,,,,,
2025,--,5/23/2025,,,,
Jack Waters,,,,,,
P,JR,,,,,
Eastern Kentucky,,,,,,
2025,--,5/23/2025,,,,
Isaac Rodriguez,,,,,,
DH,SR,,,,,
UNLV,,,,,,
2025,--,5/23/2025,,,,
Preston Knott,,,,,,
LF,SR,,,,,
Northwestern,,,,,,
2025,,,,,,
UT Arlington,,,,,,
5/22/2025,,,,,,
Josh Cottrill,,,,,,
P,JR,,,,,
Valparaiso,,,,,,
2025,,,,,,
Longwood,,,,,,
5/22/2025,,,,,,
Zach Munton,,,,,,
C,SR,,,,,
Butler,,,,,,
2025,,,,,,
Houston Christian,,,,,,
5/22/2025,,,,,,
Kevin Fedoruk,,,,,,
C,GR,,,,,
UC Riverside,,,,,,
2025,,,,,,
Monmouth,,,,,,
5/22/2025,,,,,,
Colby Ott,,,,,,
1B,SR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Murray State,,,,,,
5/22/2025,,,,,,
Thomas Fowler,,,,,,
P,JR,,,,,
Youngstown State,,,,,,
2025,,,,,,
Eastern New Mexico,,,,,,
5/22/2025,,,,,,
Ethan Thomas,,,,,,
1B,JR,,,,,
Utah,,,,,,
2025,,,,,,
Northern Kentucky,,,,,,
5/22/2025,,,,,,
Tait Nunnally,,,,,,
RF,SO,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
North Alabama,,,,,,
5/22/2025,,,,,,
Brennan Eager,,,,,,
P,FR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Cincinnati,,,,,,
5/22/2025,,,,,,
Benjamin Baker-Livingston,,,,,,
P,JR,,,,,
New Mexico,,,,,,
2025,,,,,,
Jacksonville,,,,,,
5/22/2025,,,,,,
AJ Groeneveld,,,,,,
RF,FR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Tulane,,,,,,
5/22/2025,,,,,,
Dylan Hill,,,,,,
P,SR,,,,,
Texas A&M-Corpus Christi,,,,,,
2025,,,,,,
UT Dallas,,,,,,
5/22/2025,,,,,,
Luke Reed,,,,,,
P,SR,,,,,
Eastern Kentucky,,,,,,
2024,,,,,,
Ball State,,,,,,
5/22/2025,,,,,,
Zachary Gaydos,,,,,,
P,FR,,,,,
UNC Asheville,,,,,,
2025,,,,,,
Catawba College,,,,,,
5/22/2025,,,,,,
Isaac Webb,,,,,,
CF,SR,,,,,
Texas A&M-Corpus Christi,,,,,,
2025,,,,,,
Pittsburg State,,,,,,
5/22/2025,,,,,,
Brian Strange,,,,,,
P,SR,,,,,
Southeast Missouri,,,,,,
2025,,,,,,
Elon,,,,,,
5/22/2025,,,,,,
Diego Alana,,,,,,
SS,JR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Lamar,,,,,,
5/22/2025,,,,,,
Trent Liolios,,,,,,
DH,JR,,,,,
Northwestern,,,,,,
2025,,,,,,
Tulane,,,,,,
5/22/2025,,,,,,
Cade Pregeant,,,,,,
2B,JR,,,,,
Northwestern State,,,,,,
2025,,,,,,
Lamar,,,,,,
5/22/2025,,,,,,
Brendan O'Sullivan,,,,,,
2B,SR,,,,,
UNLV,,,,,,
2025,,,,,,
Pacific,,,,,,
5/22/2025,,,,,,
Travis Lutz,,,,,,
P,SR,,,,,
Bradley,,,,,,
2025,,,,,,
Lamar,,,,,,
5/22/2025,,,,,,
Mikey Brunetti,,,,,,
C,SO,,,,,
Bradley,,,,,,
2025,,,,,,
Queens (NC),,,,,,
5/22/2025,,,,,,
Wyatt Foley,,,,,,
P,JR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Wichita State,,,,,,
5/22/2025,,,,,,
Cole Cleary,,,,,,
P,SR,,,,,
Harvard,,,,,,
2025,--,5/22/2025,,,,
Nico Mattera,,,,,,
LF,SR,,,,,
Manhattan,,,,,,
2025,--,5/22/2025,,,,
Kam Taylor,,,,,,
1B,SO,,,,,
Eastern Kentucky,,,,,,
2025,--,5/22/2025,,,,
Jimmy Cerha,,,,,,
P,FR,,,,,
Ohio,,,,,,
2025,--,5/22/2025,,,,
Ryan Mclaughlin,,,,,,
P,SO,,,,,
Manhattan,,,,,,
2025,--,5/22/2025,,,,
Luis Alvarez Jr.,,,,,,
IF,JR,,,,,
Eastern Kentucky,,,,,,
2025,--,5/22/2025,,,,
Andre Vidal,,,,,,
IF,JR,,,,,
Pacific,,,,,,
2025,,,,,,
Bradley,,,,,,
5/21/2025,,,,,,
Hunter Hargett,,,,,,
P,SR,,,,,
Incarnate Word,,,,,,
2025,,,,,,
Santa Clara,,,,,,
5/21/2025,,,,,,
Niall Todd,,,,,,
P,SO,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Georgia State,,,,,,
5/21/2025,,,,,,
Ryan Santangelo,,,,,,
DH,SR,,,,,
Bryant,,,,,,
2025,,,,,,
William & Mary,,,,,,
5/21/2025,,,,,,
Kyle Cincinnati,,,,,,
C,SR,,,,,
Mount St. Mary's,,,,,,
2025,,,,,,
Sacred Heart,,,,,,
5/21/2025,,,,,,
Andrew Luczak,,,,,,
P,SR,,,,,
Towson,,,,,,
2025,,,,,,
Pittsburgh,,,,,,
5/21/2025,,,,,,
Jackson Hull,,,,,,
P,SR,,,,,
James Madison,,,,,,
2025,,,,,,
Eastern Mennonite,,,,,,
5/21/2025,,,,,,
Sam DiLella,,,,,,
P,JR,,,,,
Longwood,,,,,,
2025,,,,,,
George Mason,,,,,,
5/21/2025,,,,,,
Jackson Ginther,,,,,,
CF,FR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Georgia State,,,,,,
5/21/2025,,,,,,
Marcus Mott,,,,,,
P,SR,,,,,
McNeese,,,,,,
2025,,,,,,
Southeastern Oklahoma State,,,,,,
5/21/2025,,,,,,
Nazir Mendez,,,,,,
1B,JR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
LSU Shreveport,,,,,,
5/21/2025,,,,,,
Derek Benzinger,,,,,,
P,SR,,,,,
Monmouth,,,,,,
2025,,,,,,
Seton Hall,,,,,,
5/21/2025,,,,,,
Cooper Cooksey,,,,,,
P,JR,,,,,
South Alabama,,,,,,
2025,,,,,,
Mississippi College,,,,,,
5/21/2025,,,,,,
Trent Rumley,,,,,,
3B,SR,,,,,
Canisius,,,,,,
2025,,,,,,
Campbell,,,,,,
5/21/2025,,,,,,
Burkley Bounds,,,,,,
P,FR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Kentucky,,,,,,
5/21/2025,,,,,,
Angelo Aleman,,,,,,
2B,JR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Bradley,,,,,,
5/21/2025,,,,,,
Lane Pearson,,,,,,
P,SR,,,,,
West Georgia,,,,,,
2025,,,,,,
Georgia,,,,,,
5/21/2025,,,,,,
Trae Cassidy,,,,,,
1B,SO,,,,,
Ohio,,,,,,
2025,,,,,,
Memphis,,,,,,
5/21/2025,,,,,,
Ryker Walton,,,,,,
P,SR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Austin Peay,,,,,,
5/21/2025,,,,,,
Nathan Lawson,,,,,,
P,JR,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Western Kentucky,,,,,,
5/21/2025,,,,,,
Ashton Bassett,,,,,,
P,FR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Tarleton State,,,,,,
5/21/2025,,,,,,
AJ Kostic,,,,,,
P,JR,,,,,
Central Michigan,,,,,,
2025,,,,,,
Lamar,,,,,,
5/21/2025,,,,,,
Zach Kelly,,,,,,
P,SR,,,,,
UMBC,,,,,,
2025,,,,,,
Clarion,,,,,,
5/21/2025,,,,,,
Elijah Underhill,,,,,,
P,SO,,,,,
Eastern Kentucky,,,,,,
2025,,,,,,
Austin Peay,,,,,,
5/21/2025,,,,,,
Ben Slanker,,,,,,
RF,SO,,,,,
Ohio,,,,,,
2025,,,,,,
Louisville,,,,,,
5/21/2025,,,,,,
Will Kiesel,,,,,,
P,JR,,,,,
Lamar,,,,,,
2025,--,5/21/2025,,,,
Jace Duhon,,,,,,
P,FR,,,,,
UL Monroe,,,,,,
2025,--,5/21/2025,,,,
Reid Driskill,,,,,,
P,SO,,,,,
Norfolk State,,,,,,
2025,--,5/21/2025,,,,
Tony Lopez,,,,,,
P,FR,,,,,
UNC Asheville,,,,,,
2025,--,5/21/2025,,,,
Greyson Christian,,,,,,
P,JR,,,,,
McNeese,,,,,,
2025,,,,,,
East Central,,,,,,
5/20/2025,,,,,,
Jack Kelley,,,,,,
P,SR,,,,,
Akron,,,,,,
2025,,,,,,
Villanova,,,,,,
5/20/2025,,,,,,
Garrett Greco,,,,,,
2B,JR,,,,,
Saint Peter's,,,,,,
2025,,,,,,
Hawaii,,,,,,
5/20/2025,,,,,,
Jamie McMahon,,,,,,
P,GR,,,,,
Bellarmine,,,,,,
2025,,,,,,
Palm Beach Atlantic,,,,,,
5/20/2025,,,,,,
Drew Barragan,,,,,,
SS,JR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
UNLV,,,,,,
5/20/2025,,,,,,
Ian Pennington,,,,,,
RF,SR,,,,,
Akron,,,,,,
2025,,,,,,
Palm Beach Atlantic,,,,,,
5/20/2025,,,,,,
Caleb Strmiska,,,,,,
P,JR,,,,,
McNeese,,,,,,
2025,,,,,,
UL Monroe,,,,,,
5/20/2025,,,,,,
Dom Camera,,,,,,
C,SR,,,,,
Hofstra,,,,,,
2025,,,,,,
Fairfield,,,,,,
5/20/2025,,,,,,
Tyler Fox,,,,,,
IF,FR,,,,,
Ohio State,,,,,,
2025,,,,,,
UMass,,,,,,
5/20/2025,,,,,,
Jack Bunnell,,,,,,
P,JR,,,,,
Point Loma,,,,,,
2025,,,,,,
Charleston Southern,,,,,,
5/20/2025,,,,,,
Jayden Barroqueiro,,,,,,
P,SR,,,,,
James Madison,,,,,,
2025,,,,,,
Seton Hall,,,,,,
5/20/2025,,,,,,
Balin Valentine,,,,,,
LF,SR,,,,,
Northwestern State,,,,,,
2025,,,,,,
Lamar,,,,,,
5/20/2025,,,,,,
Rocco Gump,,,,,,
3B,SR,,,,,
Northwestern State,,,,,,
2025,,,,,,
Creighton,,,,,,
5/20/2025,,,,,,
Jack Geiser,,,,,,
P,SO,,,,,
Ohio,,,,,,
2025,,,,,,
Miami (OH),,,,,,
5/20/2025,,,,,,
Frank Willius,,,,,,
P,SO,,,,,
California Lutheran,,,,,,
2025,,,,,,
Virginia,,,,,,
5/20/2025,,,,,,
Brennan Holt,,,,,,
CF,JR,,,,,
South Alabama,,,,,,
2025,,,,,,
Alabama,,,,,,
5/20/2025,,,,,,
Joey Cirelli,,,,,,
P,SR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Bradley,,,,,,
5/20/2025,,,,,,
Coleson Abel,,,,,,
P,JR,,,,,
Lamar,,,,,,
2025,,,,,,
UT Tyler,,,,,,
5/20/2025,,,,,,
Braden Benton,,,,,,
DH,JR,,,,,
Northwestern State,,,,,,
2025,,,,,,
Lamar,,,,,,
5/20/2025,,,,,,
Michael Maginnis,,,,,,
LF,JR,,,,,
Georgia State,,,,,,
2025,,,,,,
North Carolina,,,,,,
5/20/2025,,,,,,
Jordan Thompson,,,,,,
3B,JR,,,,,
McNeese,,,,,,
2025,--,5/20/2025,,,,
Connor Hayden,,,,,,
P,SR,,,,,
Wagner,,,,,,
2025,--,5/20/2025,,,,
Ben Williams,,,,,,
RF,SR,,,,,
Saint Peter's,,,,,,
2025,--,5/20/2025,,,,
Guershon Exi,,,,,,
P,SR,,,,,
Alcorn State,,,,,,
2025,--,5/20/2025,,,,
Stephen Hunt,,,,,,
P,JR,,,,,
Alcorn State,,,,,,
2025,--,5/20/2025,,,,
Marcus LaBuda,,,,,,
P,SR,,,,,
Villanova,,,,,,
2025,--,5/20/2025,,,,
Andrew Williams,,,,,,
P,SR,,,,,
Georgetown,,,,,,
2025,--,5/20/2025,,,,
Justin Robinson,,,,,,
P,JR,,,,,
UL Monroe,,,,,,
2025,--,5/20/2025,,,,
Connor Kaiser,,,,,,
2B,SR,,,,,
Lamar,,,,,,
2025,--,5/20/2025,,,,
Omar Garrido,,,,,,
P,SR,,,,,
Central Connecticut,,,,,,
2025,--,5/20/2025,,,,
Matt Stevenson,,,,,,
1B,JR,,,,,
Longwood,,,,,,
2025,--,5/20/2025,,,,
Cole Hansen,,,,,,
P,SR,,,,,
Seton Hall,,,,,,
2025,,,,,,
Elon,,,,,,
5/19/2025,,,,,,
Brady Morse,,,,,,
DH,JR,,,,,
Bellarmine,,,,,,
2025,,,,,,
Lincoln Memorial,,,,,,
5/19/2025,,,,,,
Josh Willitts,,,,,,
P,GR,,,,,
Richmond,,,,,,
2025,,,,,,
NJIT,,,,,,
5/19/2025,,,,,,
Zach Mizrahi,,,,,,
P,SR,,,,,
Penn State,,,,,,
2025,,,,,,
Stetson,,,,,,
5/19/2025,,,,,,
Brendan Holland,,,,,,
P,JR,,,,,
UMass Lowell,,,,,,
2025,,,,,,
Jacksonville,,,,,,
5/19/2025,,,,,,
Hunter Porter,,,,,,
P,JR,,,,,
Morehead State,,,,,,
2025,,,,,,
Charleston Southern,,,,,,
5/19/2025,,,,,,
JD Greeley,,,,,,
P,SR,,,,,
Monmouth,,,,,,
2025,,,,,,
Michigan State,,,,,,
5/19/2025,,,,,,
Aidan Sowers,,,,,,
P,JR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Pittsburg State,,,,,,
5/19/2025,,,,,,
Joey Baran,,,,,,
C,SR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Pittsburgh,,,,,,
5/19/2025,,,,,,
Ty Acker,,,,,,
3B,SR,,,,,
George Washington,,,,,,
2025,,,,,,
Seton Hall,,,,,,
5/19/2025,,,,,,
Kade Smith,,,,,,
OF,FR,,,,,
Harding,,,,,,
2025,,,,,,
Little Rock,,,,,,
5/19/2025,,,,,,
Tyler Harrington,,,,,,
DH,SR,,,,,
UAB,,,,,,
2025,,,,,,
Memphis,,,,,,
5/19/2025,,,,,,
Pauly Mancino,,,,,,
CF,SO,,,,,
Ohio,,,,,,
2025,,,,,,
Bowling Green,,,,,,
5/19/2025,,,,,,
Hasani Johnson,,,,,,
2B,JR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Grambling,,,,,,
5/19/2025,,,,,,
Trent Ash,,,,,,
P-IF,SO,,,,,
Bethany Lutheran,,,,,,
2025,,,,,,
Missouri State,,,,,,
5/19/2025,,,,,,
Colby Lunsford,,,,,,
SS,SR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Louisiana Tech,,,,,,
5/19/2025,,,,,,
Daniel Gonzalez,,,,,,
P,SO,,,,,
UL Monroe,,,,,,
2025,,,,,,
South Alabama,,,,,,
5/19/2025,,,,,,
Derek Constance,,,,,,
P,FR,,,,,
Stony Brook,,,,,,
2025,,,,,,
Le Moyne,,,,,,
5/19/2025,,,,,,
Patrick Ilitch,,,,,,
LF,JR,,,,,
Valparaiso,,,,,,
2025,,,,,,
Villanova,,,,,,
5/19/2025,,,,,,
Henry Garcia Jr.,,,,,,
RF,JR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Southern Illinois,,,,,,
5/19/2025,,,,,,
Luke Leverton,,,,,,
P,SR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Bradley,,,,,,
5/19/2025,,,,,,
Chris Morris,,,,,,
P,JR,,,,,
UNC Wilmington,,,,,,
2025,,,,,,
Richmond,,,,,,
5/19/2025,,,,,,
Zach Weber,,,,,,
P,SR,,,,,
Ohio,,,,,,
2025,,,,,,
Ohio State,,,,,,
5/19/2025,,,,,,
Landon Grigg,,,,,,
P,JR,,,,,
UL Monroe,,,,,,
2025,,,,,,
Lamar,,,,,,
5/19/2025,,,,,,
Matt Ineich,,,,,,
2B,FR,,,,,
Ohio,,,,,,
2025,,,,,,
West Virginia,,,,,,
5/19/2025,,,,,,
JR Nelson,,,,,,
SS,SO,,,,,
Ohio,,,,,,
2025,,,,,,
Illinois,,,,,,
5/19/2025,,,,,,
Josh Gregoire,,,,,,
P,SO,,,,,
UL Monroe,,,,,,
2025,,,,,,
South Carolina,,,,,,
5/19/2025,,,,,,
Sean Lane,,,,,,
1B,SR,,,,,
Hofstra,,,,,,
2025,--,5/19/2025,,,,
Cameron Conley,,,,,,
2B,SO,,,,,
Pepperdine,,,,,,
2025,--,5/19/2025,,,,
Robert Mannino,,,,,,
DH,SR,,,,,
St. Bonaventure,,,,,,
2025,--,5/19/2025,,,,
Jack Clark,,,,,,
DH,SR,,,,,
UL Monroe,,,,,,
2025,--,5/19/2025,,,,
Bryce Blaser,,,,,,
LF,JR,,,,,
UL Monroe,,,,,,
2025,--,5/19/2025,,,,
Hudson Cornett,,,,,,
P,SR,,,,,
Bellarmine,,,,,,
2025,--,5/19/2025,,,,
Brandon Carter,,,,,,
P,JR,,,,,
Northwestern State,,,,,,
2025,--,5/19/2025,,,,
JD DiPrima,,,,,,
C,JR,,,,,
Northwestern State,,,,,,
2025,--,5/19/2025,,,,
Marcus Aranda,,,,,,
C,SR,,,,,
UL Monroe,,,,,,
2025,--,5/19/2025,,,,
Brandon Brewer,,,,,,
P,JR,,,,,
UL Monroe,,,,,,
2025,--,5/19/2025,,,,
Ben Coke,,,,,,
OF,FR,,,,,
UL Monroe,,,,,,
2025,--,5/19/2025,,,,
Easton Wasinger,,,,,,
IF,FR,,,,,
Central Missouri,,,,,,
2025,--,5/19/2025,,,,
Camden Gasser,,,,,,
SS,JR,,,,,
Purdue,,,,,,
2025,,,,,,
Long Beach State,,,,,,
5/18/2025,,,,,,
Camden Melvin,,,,,,
OF,SR,,,,,
Purdue,,,,,,
2025,--,5/18/2025,,,,
Robert Lasbury,,,,,,
P,SR,,,,,
Iona,,,,,,
2025,--,5/18/2025,,,,
Jaylen Jones,,,,,,
P,SR,,,,,
Ohio State,,,,,,
2025,,,,,,
UNLV,,,,,,
5/17/2025,,,,,,
Brent Cota,,,,,,
OF,SR,,,,,
Cal Poly Pomona,,,,,,
2025,,,,,,
San Jose State,,,,,,
5/16/2025,,,,,,
Seven Alemais,,,,,,
C,FR,,,,,
Wake Forest,,,,,,
2025,,,,,,
Chipola,,,,,,
5/16/2025,,,,,,
Trevor Esparza,,,,,,
P,JR,,,,,
Incarnate Word,,,,,,
2025,,,,,,
Grambling,,,,,,
5/16/2025,,,,,,
Mason Wilson,,,,,,
OF,JR,,,,,
Rollins College,,,,,,
2025,,,,,,
UCF,,,,,,
5/16/2025,,,,,,
Jack Tate,,,,,,
OF,FR,,,,,
Adelphi,,,,,,
2025,,,,,,
St. John's,,,,,,
5/16/2025,,,,,,
Tre Hondras,,,,,,
IF-OF,SR,,,,,
University of Indianapolis,,,,,,
2025,--,5/16/2025,,,,
Zacarias Salinas,,,,,,
C,SR,,,,,
Charlotte,,,,,,
2025,,,,,,
Prairie View,,,,,,
5/15/2025,,,,,,
Charles Mau,,,,,,
P,FR,,,,,
Penn State,,,,,,
2025,,,,,,
Indiana of PA,,,,,,
5/15/2025,,,,,,
Jesse Bash,,,,,,
OF,FR,,,,,
Stony Brook,,,,,,
2025,,,,,,
William Paterson,,,,,,
5/14/2025,,,,,,
Thomas Vincent,,,,,,
P,SR,,,,,
Rice,,,,,,
2025,,,,,,
Tulane,,,,,,
5/14/2025,,,,,,
Logan Baker,,,,,,
SS,JR,,,,,
Saint Peter's,,,,,,
2025,,,,,,
Butler,,,,,,
5/14/2025,,,,,,
Christopher Mondesir,,,,,,
OF,FR,,,,,
Worcester State,,,,,,
2025,,,,,,
Maine,,,,,,
5/14/2025,,,,,,
Jacob Pedersen,,,,,,
P,JR,,,,,
Stony Brook,,,,,,
2025,,,,,,
Rutgers,,,,,,
5/14/2025,,,,,,
Nico Azpilcueta,,,,,,
DH,JR,,,,,
Stony Brook,,,,,,
2025,,,,,,
Troy,,,,,,
5/14/2025,,,,,,
Nicholas Solorzano,,,,,,
C,SR,,,,,
Stony Brook,,,,,,
2025,,,,,,
UMass Lowell,,,,,,
5/14/2025,,,,,,
Eddie Smink,,,,,,
P,JR,,,,,
Stony Brook,,,,,,
2025,,,,,,
Pittsburgh,,,,,,
5/14/2025,,,,,,
Chris Polemeni,,,,,,
P-OF,SO,,,,,
Staten Island,,,,,,
2025,,,,,,
Connecticut,,,,,,
5/14/2025,,,,,,
George Adams,,,,,,
P,FR,,,,,
Stony Brook,,,,,,
2025,,,,,,
Florida International,,,,,,
5/14/2025,,,,,,
Erik Paulsen,,,,,,
1B,SO,,,,,
Stony Brook,,,,,,
2025,,,,,,
North Carolina,,,,,,
5/14/2025,,,,,,
Josh Garcia,,,,,,
OF,FR,,,,,
Incarnate Word,,,,,,
2025,--,5/14/2025,,,,
Joshua Garcia,,,,,,
IF,FR,,,,,
Incarnate Word,,,,,,
2025,--,5/14/2025,,,,
Joseph Lomangino,,,,,,
IF,SR,,,,,
Saint Peter's,,,,,,
2025,--,5/14/2025,,,,
Micah Worley,,,,,,
P,JR,,,,,
Stony Brook,,,,,,
2025,--,5/14/2025,,,,
Dominic Morabito,,,,,,
CF,SR,,,,,
Saint Peter's,,,,,,
2025,--,5/14/2025,,,,
Ethan Felix,,,,,,
1B,SR,,,,,
UC Davis,,,,,,
2025,--,5/14/2025,,,,
Jack Johnson,,,,,,
IF,SR,,,,,
Baylor,,,,,,
2025,,,,,,
Tulane,,,,,,
5/13/2025,,,,,,
Sean Scanlon,,,,,,
DH,SR,,,,,
Holy Cross,,,,,,
2025,,,,,,
Richmond,,,,,,
5/13/2025,,,,,,
Jackson Marshall,,,,,,
UT,FR,,,,,
Southern New Hampshire,,,,,,
2025,,,,,,
Connecticut,,,,,,
5/13/2025,,,,,,
Nater Wachter,,,,,,
OF,SO,,,,,
Southern New Hampshire,,,,,,
2025,,,,,,
Connecticut,,,,,,
5/13/2025,,,,,,
Ryan Mullan,,,,,,
P,JR,,,,,
Loyola Marymount,,,,,,
2025,,,,,,
Kentucky,,,,,,
5/13/2025,,,,,,
Carter Poole,,,,,,
P,JR,,,,,
Incarnate Word,,,,,,
2025,--,5/13/2025,,,,
Colin Blanchard,,,,,,
C,JR,,,,,
Washington,,,,,,
2025,,,,,,
TCU,,,,,,
5/12/2025,,,,,,
Tyler Cowan,,,,,,
2B,SR,,,,,
Incarnate Word,,,,,,
2025,,,,,,
Washington,,,,,,
5/12/2025,,,,,,
Andrew Dusablon,,,,,,
P,JR,,,,,
Evansville,,,,,,
2025,,,,,,
Cal Poly,,,,,,
5/12/2025,,,,,,
Addison Walker,,,,,,
P,FR,,,,,
Incarnate Word,,,,,,
2025,,,,,,
Salt Lake,,,,,,
5/12/2025,,,,,,
Keoni Coloma,,,,,,
DH,SR,,,,,
Southeast Missouri,,,,,,
2025,,,,,,
Gardner-Webb,,,,,,
5/12/2025,,,,,,
Aubrey Moraitakis,,,,,,
P,SO,,,,,
Berry,,,,,,
2025,,,,,,
Belmont,,,,,,
5/12/2025,,,,,,
Brody Gardner,,,,,,
OF,JR,,,,,
Greensboro,,,,,,
2025,,,,,,
UNC Greensboro,,,,,,
5/12/2025,,,,,,
Kevin Mebil,,,,,,
P,FR,,,,,
Barry,,,,,,
2025,,,,,,
